,adult,belongs_to_collection,collection_name,budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,date_grp,cpi_index,cpi_current,inflation_rate,budget_diff,budget_adj,revenue_diff,revenue_adj,original_language_full
31343,False,425344,Liberation Collection,0.0,War,225409,ru,Освобождение 3: Направление главного удара,2.78,1970-10-21,0.0,125,Released,Liberation: Direction of the Main Blow,7.93,15,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,Russian
31345,False,499097,Yakuza Deka Collection,0.0,no_genre,106054,ja,やくざ刑事　マリファナ密売組織,0.64,1970-10-17,0.0,87,Released,"Kamikaze Cop, Marihuana Syndicate",6.5,4,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,Japanese
31346,False,180513,The Famous Five,0.0,Crime,52606,da,De fem i fedtefadet,0.74,1970-10-16,0.0,90,Released,Five Get Into Trouble,4.2,4,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,Danish
31349,False,120417,The Elusive Revengers Collection,0.0,Action,65594,ru,"Корона Российской империи, или Снова неуловимые",2.2,1970-10-09,0.0,134,Released,"Crown of Russian Empire, or the Elusives Again",6.9,19,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,Russian
31352,False,393290,Sartana Collection,0.0,Western,83136,it,"Buon funerale, amigos!… paga Sartana",2.89,1970-10-08,0.0,91,Released,"Have a Good Funeral, My Friend… Sartana Will Pay",6.3,21,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,Italian
31353,False,960149,Karnstein (Hammer) Collection,0.0,Horror,31952,en,The Vampire Lovers,11.23,1970-10-04,0.0,91,Released,The Vampire Lovers,6.47,149,Oct-70,39.4,296.797,0.867249332,0.0,0.0,0.0,0.0,English
31354,False,321065,The Sabata Collection,0.0,Action,71206,it,"Indio Black, sai che ti dico: Sei un gran figlio di…",8.25,1970-09-30,0.0,104,Released,Adios Sabata,6.39,66,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Italian
31357,False,119235,Delinquent Girl Boss,0.0,Crime,105399,ja,ずべ公番長　夢は夜ひらく,1.49,1970-09-22,0.0,89,Released,Delinquent Girl Boss: Blossoming Night Dreams,6.8,3,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Japanese
31358,False,918027,Carry On Collection,0.0,Romance,24570,en,Carry On Loving,3.69,1970-09-20,0.0,88,Released,Carry On Loving,5.8,37,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,English
31360,False,464374,Ur kärlekens språk,0.0,Documentary,314019,sv,Mera ur kärlekens språk,0.6,1970-09-18,0.0,98,Released,More About the Language of Love,1.0,1,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Swedish
31361,False,716923,Animerama,0.0,Animation,84488,ja,クレオパトラ,5.56,1970-09-15,0.0,113,Released,Cleopatra: Queen of Sex,5.89,28,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Japanese
31364,False,1006256,Shameless School (Live Action) Collection,0.0,Comedy,117794,ja,ハレンチ学園　タックル・キッスの巻,0.6,1970-09-12,0.0,83,Released,Shameless School: Tackle Kiss,0.0,0,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Japanese
31365,False,185682,The Adventures of Antoine Doinel,0.0,Comedy,258,fr,Domicile conjugal,9.47,1970-09-09,0.0,97,Released,Bed and Board,7.21,205,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,French
31368,False,957759,El Profesor Collection,0.0,Comedy,55390,es,El Profesor Patagónico,0.6,1970-09-03,0.0,96,Released,The Patagonic Teacher,5.2,2,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Spanish
31369,False,119234,Stray Cat Rock Collection,0.0,Action,64651,ja,野良猫ロック　セックスハンター,5.33,1970-09-01,0.0,86,Released,Stray Cat Rock: Sex Hunter,6.4,25,Sep-70,39.2,296.797,0.867923193,0.0,0.0,0.0,0.0,Japanese
31371,False,287969,Bedside Collection,0.0,Comedy,24943,da,Mazurka på sengekanten,2.88,1970-08-30,0.0,92,Released,Bedroom Mazurka,5.2,9,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Danish
31372,False,435347,Tora-san Series,0.0,Comedy,251428,ja,男はつらいよ 望郷篇,1.94,1970-08-26,0.0,88,Released,Tora-san's Runaway,7.7,3,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31373,False,778680,Mortadelo y Filemón Estudios Vara,0.0,Comedy,287764,es,Segundo festival de Mortadelo y Filemón,0.6,1970-08-19,0.0,59,Released,Segundo festival de Mortadelo y Filemón,8.0,2,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Spanish
31375,False,119239,Hot Springs Geisha Collection,0.0,Comedy,119129,ja,温泉こんにゃく芸者,1.4,1970-08-14,0.0,87,Released,The Revelation of a Geisha,2.0,1,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31376,False,561149,Major Kalaš (kolekce),0.0,Crime,209045,cs,Na kolejích čeká vrah,0.68,1970-08-14,0.0,91,Released,A Killer on the Tracks,6.8,3,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Czech
31377,False,528255,New Abashiri Prison Story Collection,0.0,Crime,633591,ja,新網走番外地　大森林の決斗,0.6,1970-08-14,0.0,105,Released,New Prison Walls of Abashiri: High Stakes at Abashiri,0.0,0,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31378,False,467788,Men and War Collection,0.0,Drama,455448,ja,戦争と人間 第一部「運命の序曲」,2.18,1970-08-14,0.0,195,Released,Men and War I: Prelude to Destiny,5.8,5,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31381,False,96887,Zatoichi: The Blind Swordsman Collection,0.0,Adventure,54283,ja,座頭市あばれ火祭り,3.86,1970-08-12,0.0,96,Released,Zatoichi Goes to the Fire Festival,6.45,28,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31384,False,84745,Olsenbanden Collection,0.0,Comedy,24666,no,Olsenbanden og Dynamitt-Harry,1.8,1970-08-10,0.0,100,Released,Olsenbanden og Dynamitt-Harry,6.29,12,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Norwegian
31386,False,142523,The Secret Agent's Collection,0.0,Mystery,59432,ru,Судьба резидента,0.6,1970-08-10,0.0,149,Released,The Secret Agent's Destiny,6.43,7,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Russian
31387,False,1068867,Shochiku's The Drifters Collection,0.0,no_genre,1068387,ja,ズンドコズンドコ全員集合！！,0.6,1970-08-08,0.0,89,Released,ズンドコズンドコ全員集合！！,0.0,0,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31388,False,393290,Sartana Collection,0.0,Western,83140,it,C'è Sartana... vendi la pistola e comprati la bara,2.57,1970-08-07,0.0,93,Released,Sartana's Here... Trade Your Pistol for a Coffin,6.1,21,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Italian
31389,False,168004,Die tolle Tanten Reihe,0.0,Comedy,167996,de,Wenn die tollen Tanten kommen,1.22,1970-08-06,0.0,95,Released,When the Mad Aunts Arrive,3.9,7,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,German
31391,False,786436,Star of the Giants Collection,0.0,Animation,786454,ja,巨人の星 宿命の対決,0.6,1970-08-01,0.0,60,Released,Star of the Giants - Fateful Showdown,6.0,1,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31392,False,786463,Attack No. 1 Collection,0.0,Animation,667820,ja,アタックNo.1 涙の回転レシーブ,0.6,1970-08-01,0.0,60,Released,Attack No. 1 - Tear Rotation Receive,6.5,2,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31394,False,119234,Stray Cat Rock Collection,0.0,Thriller,64721,ja,野良猫ロック　ワイルドジャンボ,2.66,1970-08-01,0.0,84,Released,Stray Cat Rock: Wild Jumbo,5.8,19,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31398,False,1006256,Shameless School (Live Action) Collection,0.0,Comedy,117789,ja,ハレンチ学園　身体検査の巻,1.59,1970-08-01,0.0,85,Released,Shameless School: Health Check in the Nude,0.0,0,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31399,False,474019,Delinquent Boss series,0.0,Crime,456453,ja,不良番長　出たとこ勝負,0.6,1970-08-01,0.0,87,Released,"Wolves of the City, Take Your Chance",0.0,0,Aug-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31402,False,756986,Sanrizuka Series,0.0,Documentary,447129,ja,三里塚・第三次強制測量阻止闘争,0.6,1970-07-18,0.0,50,Released,Sanrizuka: The Three Day War,0.0,0,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31403,False,756986,Sanrizuka Series,0.0,Documentary,545639,ja,日本解放戦線 三里塚,0.6,1970-07-18,0.0,144,Released,Winter In Sanrizuka,0.0,0,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31404,False,646041,Willi Filmreihe,0.0,Comedy,6960,de,Was ist denn bloß mit Willi los?,0.96,1970-07-17,0.0,87,Released,Was ist denn bloß mit Willi los?,6.4,5,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,German
31405,False,492896,Virgil Tibbs Trilogy,0.0,Drama,34732,en,They Call Me Mister Tibbs!,6.19,1970-07-10,0.0,108,Released,They Call Me Mister Tibbs!,5.77,58,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,English
31408,False,11341,Die Lümmel von der ersten Bank,0.0,Comedy,12234,de,Wir hau'n die Pauker in die Pfanne,1.96,1970-07-07,0.0,84,Released,Wir hau'n die Pauker in die Pfanne,5.04,12,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,German
31409,False,303851,The Bloodthirsty Trilogy,0.0,Horror,115018,ja,幽霊屋敷の恐怖 血を吸う人形,7.67,1970-07-04,0.0,71,Released,The Vampire Doll,7.1,34,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,Japanese
31410,False,939679,Tarzan (Ron Ely) Collection,0.0,Adventure,338036,en,Tarzan's Deadly Silence,1.2,1970-07-03,0.0,88,Released,Tarzan's Deadly Silence,0.0,0,Jul-70,39.0,296.797,0.868597055,0.0,0.0,0.0,0.0,English
31411,False,544998,Japan's Violent Gangs,0.0,Crime,537342,ja,日本暴力団 組長くずれ,1.38,1970-06-20,0.0,93,Released,Japan's Violent Gangs: Degenerate Boss,0.0,0,Jun-70,38.8,296.797,0.869270916,0.0,0.0,0.0,0.0,Japanese
31412,False,192486,The Doctor Collection,0.0,Comedy,68336,en,Doctor in Trouble,0.77,1970-06-16,0.0,90,Released,Doctor in Trouble,5.1,5,Jun-70,38.8,296.797,0.869270916,0.0,0.0,0.0,0.0,English
31413,False,327871,Count Yorga Collection,64000.0,Horror,28733,en,"Count Yorga, Vampire",4.08,1970-06-10,7000000.0,93,Released,"Count Yorga, Vampire",5.64,42,Jun-70,38.8,296.797,0.869270916,55633.34,119633.34,6084896.41,13084896.41,English
31414,False,92533,Colonel Zorin Collection,0.0,Mystery,92527,ru,Возвращение «Святого Луки»,1.08,1970-06-06,0.0,95,Released,The Return Of The 'Saint Luke',6.5,4,Jun-70,38.8,296.797,0.869270916,0.0,0.0,0.0,0.0,Russian
31415,False,620415,Brigade Miscellaneous,0.0,Comedy,152835,ro,Brigada Diverse intră în acțiune,1.1,1970-06-06,0.0,100,Released,Brigade Miscellaneous Steps In,7.7,13,Jun-70,38.8,296.797,0.869270916,0.0,0.0,0.0,0.0,Romanian
31416,False,170618,Nicky Cruz Collection,0.0,Drama,56776,en,The Cross and the Switchblade,5.17,1970-06-01,0.0,106,Released,The Cross and the Switchblade,6.6,15,Jun-70,38.8,296.797,0.869270916,0.0,0.0,0.0,0.0,English
31418,False,33938,Airport Collection,10000000.0,Action,10671,en,Airport,10.43,1970-05-29,100489151.0,137,Released,Airport,6.42,302,May-70,38.6,296.797,0.869944777,8699447.77,18699447.77,87420012.06,187909163.06,English
31421,False,813627,Wakadaishō (Young Guy) Series,0.0,no_genre,987387,ja,Burabo! Wakadaishô,0.6,1970-05-27,0.0,89,Released,"Bravo, Young Guy",0.0,0,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Japanese
31422,False,499097,Yakuza Deka Collection,0.0,no_genre,90354,ja,やくざ刑事,1.53,1970-05-23,0.0,89,Released,A Kamikaze Cop,5.75,10,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Japanese
31423,False,369004,Borsalino Collection,0.0,Crime,25251,fr,Borsalino,5.73,1970-05-19,0.0,126,Released,Borsalino,6.84,176,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,French
31425,False,425344,Liberation Collection,0.0,War,392615,ru,Освобождение 2: Прорыв,1.49,1970-05-08,0.0,87,Released,Liberation: The Break Through,7.92,12,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Russian
31427,False,425344,Liberation Collection,0.0,Drama,335735,ru,Освобождение: Огненная Дуга,3.17,1970-05-07,0.0,88,Released,Liberation: The Fire Bulge,8.0,15,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Russian
31429,False,123724,Dracula (Hammer) Collection,0.0,Horror,29748,en,Taste the Blood of Dracula,6.9,1970-05-07,0.0,95,Released,Taste the Blood of Dracula,6.2,133,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,English
31430,False,812830,Blood Island Collection,125000.0,Adventure,90315,en,Beast of Blood,1.68,1970-05-06,0.0,91,Released,Beast of Blood,4.68,17,May-70,38.6,296.797,0.869944777,108743.1,233743.1,0.0,0.0,English
31432,False,119234,Stray Cat Rock Collection,0.0,Drama,64576,ja,女番長　野良猫ロック,2.9,1970-05-02,0.0,81,Released,Stray Cat Rock: Delinquent Girl Boss,5.86,22,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Japanese
31437,False,1006256,Shameless School (Live Action) Collection,0.0,Comedy,117786,ja,ハレンチ学園,1.53,1970-05-02,0.0,82,Released,Shameless School,0.0,0,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,Japanese
31438,False,458813,Salt and Pepper Collection,0.0,Comedy,33733,en,One More Time,2.03,1970-05-01,0.0,92,Released,One More Time,4.1,9,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,English
31440,False,383632,A Man Called Horse Collection,0.0,Western,14676,en,A Man Called Horse,13.6,1970-05-01,0.0,114,Released,A Man Called Horse,6.41,165,May-70,38.6,296.797,0.869944777,0.0,0.0,0.0,0.0,English
31444,False,838244,Greetings (dyptique),0.0,Comedy,42589,en,"Hi, Mom!",8.61,1970-04-27,0.0,87,Released,"Hi, Mom!",6.46,149,Apr-70,38.5,296.797,0.870281708,0.0,0.0,0.0,0.0,English
31446,False,1709,Planet of the Apes (Original) Collection,3000000.0,Adventure,1685,en,Beneath the Planet of the Apes,25.95,1970-04-23,18999718.0,95,Released,Beneath the Planet of the Apes,6.2,1041,Apr-70,38.5,296.797,0.870281708,2610845.12,5610845.12,16535107.03,35534825.03,English
31449,False,474019,Delinquent Boss series,0.0,Drama,456451,ja,不良番長　一獲千金,0.62,1970-04-18,0.0,88,Released,"Wolves of the City, Money Hunters",0.0,0,Apr-70,38.5,296.797,0.870281708,0.0,0.0,0.0,0.0,Japanese
31452,False,598003,Gabino Barrera Collection,0.0,no_genre,486237,es,La captura de Gabino Barrera,0.84,1970-04-15,0.0,85,Released,La captura de Gabino Barrera,5.0,5,Apr-70,38.5,296.797,0.870281708,0.0,0.0,0.0,0.0,Spanish
31453,False,837811,Claude Langmann,0.0,Comedy,138573,fr,Le pistonné,0.68,1970-04-15,0.0,91,Released,The Man with Connections,6.0,10,Apr-70,38.5,296.797,0.870281708,0.0,0.0,0.0,0.0,French
31454,False,392329,Crimson Bat Collection,0.0,Action,190385,ja,めくらのお市　命貰います,1.68,1970-04-08,0.0,86,Released,"Crimson Bat - Oichi: Wanted, Dead or Alive",7.5,6,Apr-70,38.5,296.797,0.870281708,0.0,0.0,0.0,0.0,Japanese
31457,False,561149,Major Kalaš (kolekce),0.0,Crime,366526,cs,Po stopách krve,0.6,1970-03-27,0.0,96,Released,On the Trail of Blood,3.0,2,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Czech
31458,False,690968,Mazzaropi Collection,0.0,Comedy,224967,pt,Mazzaropi - Betão Ronca Ferro,0.6,1970-03-25,0.0,100,Released,Betão Ronca Ferro,7.67,3,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Portuguese
31459,False,786463,Attack No. 1 Collection,0.0,Animation,663241,ja,アタックNO.1,1.27,1970-03-21,0.0,65,Released,Attack No. 1,6.5,2,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Japanese
31462,False,786436,Star of the Giants Collection,0.0,Animation,786448,ja,巨人の星 大リーグボール,0.6,1970-03-21,0.0,70,Released,Star of the Giants - Big League Ball,6.0,1,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Japanese
31463,False,161766,Gamera (Showa) Collection,0.0,Action,70327,ja,ガメラ対大魔獣ジャイガー,5.77,1970-03-21,0.0,83,Released,Gamera vs. Jiger,6.06,42,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Japanese
31467,False,142722,Homolka Collection,0.0,Comedy,78817,cs,Ecce homo Homolka,0.91,1970-03-08,0.0,80,Released,Behold Homolka,6.8,15,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Czech
31468,False,119274,Red Peony Gambler,0.0,Action,55945,ja,緋牡丹博徒　お竜参上,1.4,1970-03-05,0.0,100,Released,Red Peony Gambler: Oryu's Return,6.1,9,Mar-70,38.2,296.797,0.8712925,0.0,0.0,0.0,0.0,Japanese
31470,False,729879,Three Supermen Collection,0.0,Comedy,107193,it,Che fanno i nostri supermen tra le vergini della giungla?,0.67,1970-02-27,0.0,90,Released,Three Supermen in the Jungle,5.0,1,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Italian
31473,False,550183,Frau Wirtin Filmreihe,0.0,Comedy,424829,de,Frau Wirtin bläst auch gern Trompete,2.19,1970-02-27,0.0,92,Released,The Hostess Also Likes to Blow the Horn,4.8,4,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,German
31474,False,435347,Tora-san Series,0.0,Comedy,201044,ja,新・男はつらいよ,1.77,1970-02-26,0.0,92,Released,Tora-san's Grand Scheme,7.5,2,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Japanese
31475,False,844181,Daninsky Werewolf Collection,0.0,Horror,3216,es,Los Monstruos del Terror,2.29,1970-02-24,0.0,87,Released,Assignment Terror,5.0,27,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Spanish
31477,False,930024,Dr. David Sorell Collection,0.0,Drama,335034,en,Ritual of Evil,0.6,1970-02-23,0.0,98,Released,Ritual of Evil,5.25,4,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,English
31480,False,762959,Yakuza Hijoshi Trilogy Collection,0.0,Action,762943,ja,やくざ非情史 血の決着,0.6,1970-02-21,0.0,89,Released,Yakuza Beasts-Blood Settlement,0.0,0,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Japanese
31482,False,700816,"I, a Woman Troligy",0.0,Drama,214384,da,3 slags kærlighed,0.61,1970-02-09,0.0,83,Released,"The Daughter: I, a Woman Part III",6.0,4,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Danish
31483,False,160677,Shinobi No Mono Collection,0.0,Action,209625,ja,忍びの衆,1.42,1970-02-07,0.0,79,Released,Mission: Iron Castle,6.5,4,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,Japanese
31487,False,183680,OSS 117 The Original Saga,0.0,Action,4730,fr,OSS 117 prend des vacances,1.01,1970-02-04,0.0,90,Released,OSS 117 Takes a Vacation,5.25,4,Feb-70,38.0,296.797,0.871966361,0.0,0.0,0.0,0.0,French
31488,False,609766,Patton Collection,12000000.0,War,11202,en,Patton,13.83,1970-01-25,89800000.0,172,Released,Patton,7.5,886,Jan-70,37.8,296.797,0.872640222,10471682.67,22471682.67,78363091.94,168163091.94,English
31491,False,11875,Pippi Longstocking Collection,0.0,Adventure,12127,sv,Pippi Långstrump på de sju haven,12.59,1970-01-24,0.0,95,Released,Pippi in the South Seas,6.89,91,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,Swedish
31493,False,435347,Tora-san Series,0.0,Comedy,250451,ja,男はつらいよ フーテンの寅,1.02,1970-01-15,0.0,89,Released,"Tora-san, His Tender Love",6.7,3,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,Japanese
31494,False,96887,Zatoichi: The Blind Swordsman Collection,116.0,Adventure,42601,ja,座頭市と用心棒,3.27,1970-01-15,0.0,115,Released,Zatoichi Meets Yojimbo,6.8,47,Jan-70,37.8,296.797,0.872640222,101.23,217.23,0.0,0.0,Japanese
31497,False,973550,The John Smith Collection,0.0,Action,252709,en,Foreign Exchange,0.6,1970-01-13,0.0,75,Released,Foreign Exchange,5.0,2,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,English
31500,False,474019,Delinquent Boss series,0.0,Crime,456434,ja,不良番長 王手飛車,1.3,1970-01-09,0.0,87,Released,Wolves of the City: Checkmate,0.0,0,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,Japanese
31503,False,918027,Carry On Collection,0.0,Comedy,17276,en,Carry On Up the Jungle,4.17,1970-01-03,0.0,89,Released,Carry On Up the Jungle,6.2,45,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,English
31504,False,664358,Tarkan [Seri],0.0,no_genre,405189,tr,Tarkan: Gümüş Eyer,1.0,1970-01-01,0.0,81,Released,Tarkan and the Silver Saddle,6.1,10,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,Turkish
31505,False,646041,Willi Filmreihe,0.0,Comedy,5992,de,Das kann doch unsren Willi nicht erschüttern,1.23,1970-01-01,0.0,83,Released,Das kann doch unsren Willi nicht erschüttern,5.2,10,Jan-70,37.8,296.797,0.872640222,0.0,0.0,0.0,0.0,German
